0,0.15949105,0.18883883,0.20717647,0.16694936,0.15742677,0.19147731,0.1721271,0.16722592,0.1689359,0.17319928,0.16774418,0.30313288,0.18422166,0.24647722,0.1706028,0.26164306,0.13450955,0.16993888,0.20924622,0.23372331,0.22401747,0.18276811,0.1670181,0.21671283,0.19356554
0.15949105,0,0.12798655,0.11217722,0.09001001,0.1092661,0.12936486,0.18641983,0.18228838,0.16023367,0.10733154,0.15374094,0.32012695,0.22370098,0.1552035,0.09022516,0.18299419,0.06490724,0.07355449,0.16737727,0.13494054,0.16571086,0.27131602,0.14740455,0.15417476,0.11075676
0.18883883,0.12798655,0,0.14513557,0.10045061,0.13688101,0.05799208,0.17690739,0.17858279,0.17878347,0.13565009,0.13053516,0.31077118,0.19329923,0.12622332,0.15189238,0.14526269,0.13950214,0.10855163,0.15324295,0.11240779,0.18781131,0.28766281,0.18002511,0.18647385,0.11899015
0.20717647,0.11217722,0.14513557,0,0.18568045,0.20057981,0.12110591,0.12173145,0.21530551,0.19714855,0.18712943,0.20885964,0.29102,0.12637551,0.09961509,0.15119015,0.12271752,0.15143027,0.16377509,0.19549499,0.07446065,0.19348885,0.28389554,0.20954829,0.2155385,0.16316339
0.16694936,0.09001001,0.10045061,0.18568045,0,0.03138424,0.12802606,0.21659541,0.15093341,0.13872717,0.13834309,0.07352381,0.30835041,0.24356615,0.1721949,0.09915825,0.193233,0.12071846,0.06664984,0.13770007,0.18807334,0.16398372,0.27244221,0.15431984,0.15111199,0.09511888
0.15742677,0.1092661,0.13688101,0.20057981,0.03138424,0,0.1533685,0.21805223,0.14719948,0.13192333,0.14386694,0.1083303,0.30879706,0.24149049,0.20170009,0.06433043,0.22089883,0.1143774,0.08669681,0.13497519,0.21552399,0.16400159,0.26914717,0.15448308,0.14779274,0.12918777
0.19147731,0.12936486,0.05799208,0.12110591,0.12802606,0.1533685,0,0.13415111,0.21096998,0.19851051,0.17814597,0.17764024,0.31168157,0.15122313,0.08619771,0.16256113,0.10638169,0.15563275,0.10689617,0.18021873,0.09795682,0.20458151,0.2630199,0.20093631,0.20744255,0.14584881
0.1721271,0.18641983,0.17690739,0.12173145,0.21659541,0.21805223,0.13415111,0,0.25166645,0.25050322,0.17600696,0.24005207,0.24611171,0.06988501,0.1690547,0.19148064,0.18505886,0.16199396,0.20921763,0.22819554,0.09148439,0.16625065,0.25929805,0.16547281,0.19661077,0.19487533
0.16722592,0.18228838,0.17858279,0.21530551,0.15093341,0.14719948,0.21096998,0.25166645,0,0.05969068,0.18790609,0.1315855,0.28812789,0.248303,0.23313646,0.17183238,0.25560946,0.20445137,0.15435368,0.05566978,0.22962178,0.17186453,0.27934457,0.20288535,0.1114741,0.16324451
0.1689359,0.16023367,0.17878347,0.19714855,0.13872717,0.13192333,0.19851051,0.25050322,0.05969068,0,0.17316276,0.14809238,0.29623292,0.253749,0.22242086,0.1561514,0.24389571,0.18330981,0.13746607,0.09156572,0.21617949,0.1807535,0.27158139,0.19144192,0.13696692,0.14958586
0.17319928,0.10733154,0.13565009,0.18712943,0.13834309,0.14386694,0.17814597,0.17600696,0.18790609,0.17316276,0,0.17423013,0.32753783,0.16824001,0.21310408,0.12183199,0.22745148,0.07867625,0.14688565,0.15471204,0.16220613,0.18249352,0.26890132,0.08579046,0.14782192,0.11753168
0.16774418,0.15374094,0.13053516,0.20885964,0.07352381,0.1083303,0.17764024,0.24005207,0.1315855,0.14809238,0.17423013,0,0.2944987,0.23929818,0.19990199,0.16129723,0.2195231,0.18223109,0.12210748,0.16749447,0.20058232,0.16970506,0.27579024,0.16533826,0.16068861,0.12920837
0.30313288,0.32012695,0.31077118,0.29102,0.30835041,0.30879706,0.31168157,0.24611171,0.28812789,0.29623292,0.32753783,0.2944987,0,0.27133219,0.26591592,0.28927488,0.28188759,0.30847766,0.32825765,0.29413017,0.27185651,0.15708622,0.26776378,0.32285469,0.27075605,0.32592092
0.18422166,0.22370098,0.19329923,0.12637551,0.24356615,0.24149049,0.15122313,0.06988501,0.248303,0.253749,0.16824001,0.23929818,0.27133219,0,0.16298197,0.2190505,0.17653097,0.17596967,0.21580576,0.22560605,0.1161467,0.19165919,0.26111604,0.12830351,0.18240142,0.20906639
0.24647722,0.1552035,0.12622332,0.09961509,0.1721949,0.20170009,0.08619771,0.1690547,0.23313646,0.22242086,0.21310408,0.19990199,0.26591592,0.16298197,0,0.18141252,0.02251311,0.18329154,0.14735873,0.21083582,0.11413245,0.22849593,0.23428641,0.23110754,0.23526684,0.16926739
0.1706028,0.09022516,0.15189238,0.15119015,0.09915825,0.06433043,0.16256113,0.19148064,0.17183238,0.1561514,0.12183199,0.16129723,0.28927488,0.2190505,0.18141252,0,0.19983926,0.063671,0.12728253,0.15741292,0.17455582,0.14110679,0.28228386,0.15281696,0.15073326,0.13797672
0.26164306,0.18299419,0.14526269,0.12271752,0.193233,0.22089883,0.10638169,0.18505886,0.25560946,0.24389571,0.22745148,0.2195231,0.28188759,0.17653097,0.02251311,0.19983926,0,0.19671632,0.17550758,0.23259066,0.14093027,0.25200137,0.25023294,0.24569879,0.25792604,0.18543658
0.13450955,0.06490724,0.13950214,0.15143027,0.12071846,0.1143774,0.15563275,0.16199396,0.20445137,0.18330981,0.07867625,0.18223109,0.30847766,0.17596967,0.18329154,0.063671,0.19671632,0,0.12812406,0.18278447,0.17512976,0.16949606,0.24067592,0.10664271,0.17211869,0.12389415
0.16993888,0.07355449,0.10855163,0.16377509,0.06664984,0.08669681,0.10689617,0.20921763,0.15435368,0.13746607,0.14688565,0.12210748,0.32825765,0.21580576,0.14735873,0.12728253,0.17550758,0.12812406,0,0.14495176,0.157798,0.18421775,0.27097623,0.15286671,0.15572988,0.12601615
0.20924622,0.16737727,0.15324295,0.19549499,0.13770007,0.13497519,0.18021873,0.22819554,0.05566978,0.09156572,0.15471204,0.16749447,0.29413017,0.22560605,0.21083582,0.15741292,0.23259066,0.18278447,0.14495176,0,0.2025074,0.15894097,0.31516309,0.16830425,0.07943011,0.11170616
0.23372331,0.13494054,0.11240779,0.07446065,0.18807334,0.21552399,0.09795682,0.09148439,0.22962178,0.21617949,0.16220613,0.20058232,0.27185651,0.1161467,0.11413245,0.17455582,0.14093027,0.17512976,0.157798,0.2025074,0,0.13948301,0.32559167,0.18377871,0.17964571,0.17066969
0.22401747,0.16571086,0.18781131,0.19348885,0.16398372,0.16400159,0.20458151,0.16625065,0.17186453,0.1807535,0.18249352,0.16970506,0.15708622,0.19165919,0.22849593,0.14110679,0.25200137,0.16949606,0.18421775,0.15894097,0.13948301,0,0.32978747,0.17746591,0.11520348,0.18691986
0.18276811,0.27131602,0.28766281,0.28389554,0.27244221,0.26914717,0.2630199,0.25929805,0.27934457,0.27158139,0.26890132,0.27579024,0.26776378,0.26111604,0.23428641,0.28228386,0.25023294,0.24067592,0.27097623,0.31516309,0.32559167,0.32978747,0,0.24023224,0.33306259,0.26524203
0.1670181,0.14740455,0.18002511,0.20954829,0.15431984,0.15448308,0.20093631,0.16547281,0.20288535,0.19144192,0.08579046,0.16533826,0.32285469,0.12830351,0.23110754,0.15281696,0.24569879,0.10664271,0.15286671,0.16830425,0.18377871,0.17746591,0.24023224,0,0.10591622,0.07509535
0.21671283,0.15417476,0.18647385,0.2155385,0.15111199,0.14779274,0.20744255,0.19661077,0.1114741,0.13696692,0.14782192,0.16068861,0.27075605,0.18240142,0.23526684,0.15073326,0.25792604,0.17211869,0.15572988,0.07943011,0.17964571,0.11520348,0.33306259,0.10591622,0,0.13576351
0.19356554,0.11075676,0.11899015,0.16316339,0.09511888,0.12918777,0.14584881,0.19487533,0.16324451,0.14958586,0.11753168,0.12920837,0.32592092,0.20906639,0.16926739,0.13797672,0.18543658,0.12389415,0.12601615,0.11170616,0.17066969,0.18691986,0.26524203,0.07509535,0.13576351,0